id,album,title,score,content
74,91,A Solid outting,0.7,"Death metal itself is a genre that has had it's ups and downs. In recent years| a select few bands have taken to stretching the boundaries of the genre in one direction or the other. Old school bands are coming back| hardcore breakdowns have made their way in (and have been ridiculously overdone)| and still others push the technical boundaries of what they do.Abysmal Dawn was originally brought to my attention for having a former member of L.A.'s Rise| a band I had the pleasure of seeing at Milwaukee Metalfest one year thinking that they stood out quite a bit. This CD has a LOT of elements| but none of them being too original. That being said| this is a very solid outting by a very capable band. I get a very 1997 vibe off of the whole thing. There are riffs that could have come straight off of Cannibal Corpse's more technical material of the day (which isn't to say it's tech-death by any stretch). Some of the drum/guitar interplay reminds me a little bit of latter-day Gorguts as well| but nowhere near as out-there with the oddball noises and pick scrapes. The blast beats are very few and far between| the typical speed of this disc is either plodding and slow or Slayer-beat. The vocals are kinda squashed in the mix...no mic cupping since the vocalist also plays guitar...kinda reminiscent of what Muhammed sounds like in Necrophagist. One thing the packaging said that confused me was that amidst all the death metal bands that the band was compared to| ""Testament"" was in there in bold print and I couldn't even picture that| but now after hearing a few guitar solos| I see what they're talking about. The soloing definitely has a Skolnick kind of vibe with the excess reverb and the occasional sweep arpeggio. Very cool.Originality isn't present here in the slightest. But if you're just looking for a kick-ass death metal disc| this is pretty damn good."
75,92,Abysmal Dawn - Leveling the Plane of Existence,0.8,"This is one of the better death metal releases in my opinion this year. The guys in Abysmal Dawn play semi technical death metal in the vein of old Morbid Angel. But its also pretty groovy at times as well which in the grand scheme of things works in their favor. Now the album clocks in at just under 40 minutes which is just about the perfect length I think. It isn't too short but doesn't drag on too long either.On vocals (and guitars) we have Charles Elliot and he does a pretty good job here. Elliot mainly uses a deeper death growl but bassist Mike Casio also chimes in with higher rasps as well from time to time. Just enough to change it up and make sure the vox aren't so one dimensional.As far as Elliot's skills with the guitar they are pretty good and the riffs are enjoyable. They are technical to a degree without having the listener lose interest in whats going on. I especially enjoy whats going on in In Service of Time which serves as the best cut on the album in my humble opinion. But its not all fast paced death metal there are a few slower numbers which are just as good like Perpetual Dormancy and The Sleeper Awakens. These two tracks break up the speed but flow well with the rest of the more technical tracks. The Sleeper Awakens is especially a nice album closer.The drumming of Scott Fuller isn't very showy its sort of your run of the mill death metal stuff. Its actually pretty tight and in no way sloppy but not over done which can annoy me with certain drummers. As usual there is quite a bit of blast beats and pretty constant double bass.Leveling the Plane of Existence gives us some in your face straight to the point death metal. The riffing doesn't get old and continues to be a good listen which is always great. And thankfully the songs are kept short instead of treading into the norms of some death metal bands to write ""epic"" songs that go off into the double digits for time. There is really nothing I can complain about accept if perhaps the drumming were a little more inventive| but that's about it."
76,92,Just Wait for the New Morbid Angel,0.6,"Abysmal Dawn is a straight-up death metal band from Los Angeles. I decided to pick up their third full-length| Leveling the Plane of Existence| based purely on the strength of the awesome album art. I'm not sure what it is| but it looks cool.Anyway| after listening to the album| I have one question. Didn't anyone tell these guys Morbid Angel are already releasing an album this year? Their tones are close replicas of Morbid Angel| and their mid-paced chugging riffs have MA written all over them. The solos are of the slow chromatic variety as well. But few of the riffs have the memorability of an MA riff| and the solos seem to be thrown together without any thought put into them. ""Rapture Renowned"" and ""Manufactured Humanity"" are completely and entirely forgettable.There are a few points of dim| obscured light| however. Other than a clumsy point in the solo of ""Rapture Renowned""| they play their instruments competently| and the death growls are competent as well. Closer ""The Sleeper Awakens"" changes things up quite a bit| sounding more like one of The Haunted's slower tracks. There is a catchy chorus to ""In Service of Time""| and ""My Own Savior"" gets a great groove going. Sadly| when they're at their best| it sounds even more like Morbid Angel| so as they gain in quality they lose in identity. The Verdict: Morbid Angel are already releasing an album this year. You're better off waiting for that. This is not a terrible album by any means| but it's not going to be remembered by year's end.originally written for http://fullmetalattorney.blogspot.com/"
77,92,Proving decent death metal can come from the U.S.,0.8,"A few days ago| Abysmal Dawn released their third full length Leveling the Plane of Existence| and it's fairly rad. This is one of those bands that makes America proud| showing that Europeans aren't the only ones who can write death metal that's brutal and well-composed at the same time. Think Suffocation| early Decrepit Birth| Hate Eternal and just a hint of Decapitated thrown into a blender| and you have the basic recipe for Abysmal Dawn.Right| let's get into this thing. The first thing that stood out for me on this album was its production value. It's funny I mentioned that they sound like Hate Eternal| because this album was mastered by none other than Erik Rutan| and his expertise really shines through here. The whole thing sounds crystal clear| but not in that sterile| overproduced way. No| what I mean by that is you can clearly hear everything going on at once; from the beefy riffs to the machine gun drums and shredding solos| nothing is left out. I wouldn't say it sounds organic| but it definitely sounds like real people playing real instruments and doing a damn good job at it| which leads me to my next topic| the music itself. As I said in the previous paragraph| the music on Leveling the Plane of Existence is very well written| settling comfortably into that gray area where it's not tech death but still much more technically proficient than your average death metal band. These guys didn't just slap a bunch of heavy-sounding riffs together and call it a song; no sir| you can tell by listening that the band put a lot of effort into their songs| spending a lot of time writing and revising until they felt everything was just right. Each song flows smoothly and no two songs sound exactly the same| as is the the problem with so many other bands these days.As you may have gathered by now| this is a great album| but at the same time it's not without its pitfalls. I did have a couple minor issues with it| but nothing that ruined the experience. For one| there are times when it feels like there's a bit too much experimentation going on| most notably in the closing song ""The Sleeper Awakens"". For the most part it's just as good as the rest of the album| but then it suddenly slows down and turns into what I believe was a weird attempt at an atmospheric black metal segment| kind of like the beginning of ""Der Rutenmarsch"" from Belphegor. I admire the open-mindedness guys| but stick to death metal| it's what you're good at. The only other issue I had was that while it is a very good album| in all honesty it doesn't really stand out from the rest of the genre. The whole time I was listening to (and enjoying) this album| I just couldn't shake the impression that it sounded like an American band doing what plenty of other European bands like Disavowed and Hour of Penance have already done. But in the end| it's still totally worth getting.Read more album reviews and news at http://moshrebellion.blogspot.com"
78,92,No| but level within the plane of existence,0.68,"Californian death metal. In the past decade we have been inundated with scores of brutal| belligerent bands who seamlessly marry the extremity of their influences with thirsty technical ability and the psycho-intellectual ardour of apocalyptic futurism. Names like Decrepit Birth| Severed Savior| Odious Mortem and The Faceless instantly come to mind| but in truth there are a large number of similar minded acts who are not necessarily attempting to reinvent the grinding wheels from which they have been spawned| but steer their vehicles of devastation through sidereal expanses of terrain that continue to entertain the willing younger generation of death metal fanatics (and rare old timers) who don't shun their explosive proficiency. Abysmal Dawn is one such act| and through their deals with Relapse and Crash Music| they have numbered themselves among the most visible in this burgeoning scene.Whether they deserve the recognition or not is up for debate. I found both of their previous albums| From Ashes and Programmed to Consume to be decent| but ultimately too easy to relegate to the pile of forgetfulness. Great cover art| fluid technical abilities and enough of the sheer brutal aesthetic to satisfy fans of their primary influences like Suffocation| Morbid Angel and Cryptopsy| but little to grasp beyond a few mere dizzying headbang sessions. They are certainly capable of whittling out appropriate| acrobatic riffs: check the :48 second mark in ""Rapture Renowned"" or the driving| melodic spike that opens ""Manufactured Humanity"". But more often than not| the brighter moments are packaged within mere functional ballast that seems to exist only to fill the space of the composition. The band is never quite so schizoid and waltzing as Odious Mortem| extraneously jazzy as The Faceless| or ominous as Decrepit Birth| but they share a lot in common with most of the California counterparts.Leveling the Plane of Existence is far from a boring album. Their jerking dynamic skills alone will guarantee that you don't doze off through the 40 minutes of material| but there are simply too few moments that manifest into something really gripping. The solos are competent but often feel like they stretch just a few seconds long into meaninglessness| and the breakdowns offer nothing more than chugging| ballistic competence. The production is polished and low end| with moments like the muted intro to ""In Service of Time"" as the control group| but at best the band pull off a few great riffs that serve them as a West Coast alternative to early Decapitated. There is certainly a market for this style| and Abysmal Dawn obviously put effort forward in the album's creation| but I found it subtly less enjoyable than their last two| and I think they've got better in them.-autothrallhttp://www.fromthedustreturned.com"
79,93,Meat n potatos,0.7,"Too often modern death metal bands seem content to imitate genre originators ala Morbid Angel| Cannibal Corpse or Deicide. Hence| it is refreshing to hear a band that plays traditional death metal and somehow manages to come across as reasonably unique. And| with Obsolescence| Abysmal Dawn do just that. Sure| it's not mind blowing| it's certainly not innovative| and it's not even an awesome example of traditional death metal. Occasionally it does delve into clone territory with some sections hearkening back to Bloodbath and Immolation| as well as occasionally delving into derivative technical death metal. It is| however| a reasonably satisfying affair with lots of great chunky riffs. The song writing is proficient enough| and they occasionally come up with a real memorable song like ""Inanimate."" The band does display a bit of variety which keeps it interesting; they effortlessly go from almost Kataklysm-esque grooves to brutal blasts to mellow bits| and it's technical at times but not in an irritating or overblown way. To close the album off| there's a cover of Dissection's ""Night Blood"" which adds some melodic black metal elements in. The mix is quite good. Too often modern death metal bands amp up the drums when compared to the guitars but Abysmal Dawn rightfully keeps the guitars up in the mix. The sound is also not sterile| another of this reviewer's pet peeves in the genre. Charles Elliott does his best in showcasing that he should have been the next vocalist for Bloodbath as opposed to Nick Holmes. His voice is very much in the vein of Pete Tägtgren or Mikael Akerfeldt| and he would've fit in perfectly on Bloodbath's new one. So in the end| Obsolescence is an enjoyable if unspectacular affair. It does show signs of potential greatness. Provided all their ducks come in a row| Abysmal Dawn could be coming up with a classic of their own next time around."
80,93,If only they could perfect slavery ...,0.78,I can't believe| a year after this albums release it hasn't been reviewed.Abysmal Dawn is a technical death metal band from Los Angeles| California; probably the most unlikely of places to find good technical death metal. But there you have it. They're previous works were nice| if slightly underwhelming takes on the genre. The production values and song writing have gotten as significant boost on this album.The production| first and foremost| is just about perfect. Sharp| snappy drums| meaty but clear guitar tone and a sweet over all mix. I gotta acknowledge this drummer| because he's so free with his use of cymbals and toms| and yet it doesn't sound too chaotic or random| and always helps moves the music forward| even while standing on it's own legs.The band's sound is like good ol' US death metal got sprinkled with the technical stylings of Canada and Europe| that is to say it's not blended in| but rather pretty patchy. For example| the first two tracks are very European with slightly neo-classical riffage| and a touch of melody in the vein of the Europeans| but the next three tracks are more rhythmic| even occasionally groovy and Eastern US sounding. Come to think of it| tracks 7 and 8 have even a flair of European black metal chords.The album is over all very solid death metal| that| although is certainly pretty generic doesn't fail to get the head nodding and evoke all the proper murder instincts that death metal should. There are two standout tracks however. Easily the best track on the album is Perfecting Slavery which is hardhitting| tight| and exemplary technical death metal. It has fast| neo-classical type riffs| fantastic drumming| and all the whirlwind riffing you could ever want from a awesome technical death metal track. The other standout track is The Inevitable Return to Darkness which is the nice almost-epic closer has a truckload of riffs and opens up to some sweet melodies toward the end and breaks down nicely.Very solid release from these guys| their stock is definitely on the rise. If they continue with tracks like Perfecting Slavery| I dare say they could be in the top of their class. Absolutely check out Perfecting Slavery| it's one of the best executed technical death metal tracks in recent memory.
81,94,Horrendous rite of old school death metal,0.8,Once I stopped listening to Auroch’s “From Forgotten Worlds”| I just moved forward to another recent release from Hellthrasher| hoping that it will make a better impression on me that the disappointing album of that Canadian band. I putted on Abysme’s debut CD and maaaaaaaan| now I can say that I feel way happier and satisfied with the music on it. Again we deal with completely unknown band| this one hailing from Pittsburgh| USA| but I really can say that the style of Abysme is something way more exciting and killer for my musical taste than the cacophonous and way too complex playing of Auroch. I don’t know whether the demo from 2009 was any good| but it must have been| if it caught the attention of Bartek from Hellthrasher| who offered the deal to Abysme and quickly “Strange Rites” was released (now the LP version is announced by Blood Harvest!!!). Oh| and I just found out that Abysme features a founding member of Funerus| Brad Heiple| who’s been in this band already in the very beginning| in the early 90’s as well as on the debut full length| “Festering Earth” (I don’t know only why did he let McEntee’s to take the control over his band? Not that I’m complaining| as they do awesome job! Just listen to “Reduced to Sludge”!!!!!)I’m obviously not going to compare Abysme to Auroch| as there’s no point in it. Both bands – except the label – have absolutely nothing in common| but I can say one thing first: Abysme is way more old school and traditional sounding death metal band and for me it works in their advantage and makes their music more interesting for me than the weird and complex song structures of Auroch. Definitely the Swedish scene has made a huge impact on the Abysme music| even the guitar tone can give you this idea| but please don’t expect some simple and boring rip off of the old Swedish bands| as I think that Abysme actually managed to build something exceptionally unique on the ruins of the traditional death metal from Sweden as well as US (Autopsy| Death| Repulsion)| UK (Bolt Thrower) and Holland (Asphyx| Pestilence| Gorefest). OK| they (Abysme) may not be discovering the new planets| but definitely| maybe due to the fact that it seems like Abysme is not influenced directly just by one band only| but a wider range of classic acts| they make an impression to be different that most of the current old styled death metal bands. The most obvious influence for Abysme would probably be Entombed| whose “Left Hand Path” must have made a huge impact on the creators of “Strange Rites”. Another one| which I must point out| is Dismember and their debut album of corpse. Traces of these cult and influential LPs you can spot in many parts of Abysme’s music| take a listen to “Formless” for instance and I guess the opening fragment of it will be enough to convince you. But then there are some faster tunes also| which will break your neck in the good old Repulsion way (“Beyond the Seventh Door”) and on top of that you’ll get hit by some slower bits as well. I especially liked “Annihilated Memory”| where the opening slow riff is just a masterpiece| reminding me the good old Asphyx| but the whole song also has some faster and more relentless pieces| so in the end it is just a killer dose of death metal music. From the other hand if you’ll survive the ferocity of “Beyond the Seventh Door” then you may discover how memorable so many riffs from this album are. It could probably have been even more catchy| if such a big part of “Strange Rites” wasn’t focusing on the fast| neckbreaking songs like the one I just mentioned or “Fallen Colossus”. Hmm| actually if I’m going to be honest – and I always am in my reviews – then I would say that my only minor complain for Abysme would be the fact that I liked those slower or mid tempo parts more| while the fast ones tend to bore me a little| as they all sound always the same. But that definitely do not spoil the impression for the whole album so much.One of the most noticeable tracks off the “Strange Rites” is definitely the closing one| “Remarkable Conqueror”| which will nail you down with this long| monumental doomy part| which Abysme plays in the end and definitely this sounds like the most proper way to finish such an excellent album – with the sounds of the doom or apocalypse| which announces coming of the end. Well| the wall of slow| massive riffs is something what only pushes to play the whole album again and I do so without a hesitation. Besides| the whole album is just about 35 minutes on the clock| so there’s no room for boredom| but plenty of rotten energy and lethal| cutting riffage. Ha| check out also the artwork on the album| with this terrifying rite of great Lovecraftian creature| which rips and devours people| who perform an orgy of sex and murder (decapitated people| butchered babies… anything you want!).Anyway| this definitely is an album| to which I’ll be coming back more often. There will be a vinyl version available through the mighty Blood Harvest| so stay tuned and join the strange| horrendous rite of this Pittsburgh trio.Standout tracks: “Remarkable Conqueror”| “Formless”| “Annihilated Memory”
82,94,Like an everflowing stream of brutality,0.9,"Pennsylvania's Abysme clearly have no problem wearing their influences on their tattered sleeves. With a very clear influence from Swedish death metal| Abysme worship at the altar of Dismember| Apshyx| and take cues from acts like Immolation and Pungent Stench. ""Strange Rites"" is a trite and devout offering to the gods of ultra-distorted guitars| fuzzy bass| and throat ripping vocals. With influences like this| it would seem Abysme have taken an already used formula and do not have a unique sound of their own. But in a way| they most definitely do. Overall| all the traits of pure death metal mixed with the sound and style of Swedish death metal are ultimately what make this album great. While most death metal acts are attempting to out blast each other| or hold competitions of who can sound most like an injured pig| Abysme slow the tempo down| making the eerie more eerie and the aggressive more aggressive. While the guitar style does not change throughout| the riffs do not get tired. With a healthy mix of beefy power chords and striking tremolo picking| the albums timing and precision make it lightyears ahead of what other USDM acts are giving out nowadays. Dismember's influence stands clear throughout the whole album| but it is more of an appreciation than a full on tribute. Taking this slow| daunting death metal sound and mixing it with a doomy sludge aesthetic| Abysme lean to the dark side of metal all throughout this album. While the influences are what make the band sound how it is| the overall mood of the album is more planted in a blackened thrash metal aura than anything else. While they do make straight forward death metal| Abysme take the production mostly used on a black metal album and use it to make something essentially evil. Not once does the album wane| either. The straight-for-your-throat style is what make this album extreme| and yet does not impose itself on you either. In all| Abysme seem to know what sound they want| and stick with it all the way through. Most will dispel them as a Dismember tribute band| or one who would rather sound like a legendary act of the past than find a sound that is for themselves. To those naysayers I say this| the band has a slight edge to a formula used by countless others. Dark| moody| and overall doom laden this album is a perfect precursor for what just may be the beginning of an underground band's rise to infamy. As a whole| this is what death metal should be| and Abysme are certainly aware of that.[Also posted to rimeoftheancientmetallers.blogspot.com]"
83,101,Obituary revisited with malice,0.83,Obituary-esque bands are rare. Of the top of my mind| I can only recall Viogression coming close to that band’s initial glory. There were others like Six Feet Under that tried to recreate some of that magic but met with only partial success| that too on the first album or so. Even though there were bands influenced by that Celtic Frost-discharged death metal sound| hardly anyone could compete with John Tardy’s vocal delivery and the simplistic but supremely effective riffing| especially those haunting solos. None of them really left a mark nor did anything significant with that sound. Meanwhile| Obituary started rapping and it went downhill from there. The comeback material was inspiring but it can’t hold a candle to the band’s first two albums.But the moment I first heard Abyssus| especially the Greek band’s split/EP material| I was utterly impressed. It had that ‘Slowly We Rot’ vibe which I thought was impossible to create since. After that one| I found solace in grindcore albums but hardly any death metal ones – the hurricane-like intensity was unmatched. ‘Slowly We Rot’ became not only my favourite Obituary album| but it also still ranks as one of my all-time favourite death metal albums. The early Abyssus material sounds astonishingly close to that| and even their vocalist sounds uncannily similar to John Tardy from that era. I couldn’t believe how effective the music was| taking the best elements of Obituary if you will and compounding it with the old school aesthetics of say Death| Asphyx and Unleashed. If you call yourself a death metal fan| you’ve got to revel in music of this ilk. I particularly loved the upbeat crust leanings that the band seemed to portray on that material.Memento Mori signed up the band for a debut full length release| which came to be called ‘Into the Abyss’. It sounds closer to Obituary‘s ‘Cause of Death’ album than ‘Slowly We Rot’. It means Abyssus sound more mature with better songwriting| even though it comes at the expense of toning down the raw energy| that pure adrenaline rush. I guess you can’t have your cake and eat it too. But there are more fans of ‘Cause of Death’ era than ‘Slowly We Rot’ and with good reason. ‘Into the Abyss’ is a very worthy attempt at sounding in that vein| but the band also make sure to combine pure influences of other bands| most notably of early Asphyx and Unleashed| and the whole album is brimming with that raw yet distilled proto-death metal appeal. The songs are caustic| brisk and offer more variations than the ones that were peddling in the style a couple of decades back. The relevance is here and it’s refreshing| especially considering that it’s not been done often in this style| not then| not now.The drumming is quite upbeat which gives the music that aggression and drive missing in several old school sounding bands. Abyssus possess a vicious edge| one that’s not synthesized from modern production values. The thing can still poison you easily with its toxicity| and that rawness| that vigour brings to mind onslaughts of Swedish death metal bands like Dismember and Vermin. There’s fierce tension that’s maintained here| as Abyssus trudge| march| and stomp through the cesspool of modern excesses. My only gripe is that the presence of leads is minimal here and old school death metal doesn’t sound the same without it. Nonetheless| the consistency is maintained throughout and Abyssus prove to be lethal in their expression.‘Into the Abyss’ is a superbly tempered old school death metal album that’s sufficiently nostalgic as well as packs in a powerful dose of grating brutality.Written for Transcending Obscurity webzine - www.tometal.com
84,107,Feels great to listen to it again!,0.9,I am and I think I always have been a big fan of the Dutch death metal| with such bands as Asphyx| Gorefest| God Dethroned| Thanatos| Excavation| Delirium| Sinister| Mystic Charm| Pestilence| Beyond Belief| Acrostichon| Eternal Solstice plus few more| which I probably forgot now. This country had unique| heavy feeling when speaking of the sound and style of the bands from Holland and that is why so many of them really were my favourites – and still are| as they are just immortal classics for me. Anyway| here I am going to review another classic album – Acrostichon’s “Engraved In Black”. Well| Acrostichon for sure is one of those bands| which I got to know quite early| as I used to have a cassette version of this album in the mid 90’s| I think it was released by Lout Out| but I am not 100% sure now. I lost this cassette years ago. Recently I’ve noticed that Memento Mori from Spain is going to re-issue this album on CD| with some demo songs as bonus… and wow| just as many similar reissues it quickly ended up on my shipping list. Somehow though I was postponing the purchase| until one day I saw that Doomentia Records from Czech Republic plans to release a vinyl version of “Engraved In Black”. And let’s be honest – to have this record on vinyl became a quick priority for me| as such classics are best to have on this format. More so| Doomentia planned to issue “Engraved In Black” in very special way… and well| now I hold this piece of vinyl in my hands and I can say that The Crypt Records| which used to release the best pieces of vinyl records in recent years| now has a strong competitor| as Doomentia did just absolutely fuckin perfect and damn excellent work with “Engraved In Black”. Holding this album in hands is just something fantastic. The whole album is housed in heavy and thick cardboard gatefold cover| which trust me is very impressive. Then you open it and see the title: Acrostichon - “Engraved In Black” (Twentieth anniversary edition)… there’s 24 pages booklet glued to the gatefold| so you turn the page and there are some comments from the musicians of Acrostichon and from Paul Speckmann. Cool! And then going through rest of the pages – there are many archive photos| all the lyrics for the album| with each song having a comment| which is something really cool| as this way you can know something more about the whole album| like for example the fact that “Immolation of the Agnostic” was the very first song written by Richard Schouten for Acrostichon (it also opened most of the gigs| which Acrostichon played). Finally there are few graphics in this booklet… and trust me| everyting really does look amazing. The layout| graphics| font| which they used – everything looks absolutely damn impressive. For this and Memento Mori’s issue of “Engraved In Black” Acrostichon changed the front cover – and I usually moan that I don’t like when bands change the covers when they re-release their albums| as I think that the artwork is also an essential part of the music. They’ve changed the cover here| because – as Richard Schouten wrote – he simply wasn’t happy with the original artwork. And yeah| I definitely agree that this new drawing he did for “Engraved In Black” looks better and actually is damn scary hehe| but I would like to see the original cover used somewhere in the middle of the booklet as well (just like Centinex did for their “Subconscious Lobotomy” reissue – they had new front cover| but the old one has been shown in the booklet). So| it is a bit shame they haven’t reminded us the original artwork| especially that it wasn’t so bad| really… Luckily this new front cover looks great and vinyl edition of “Engraved In Black” contains a huge poster with it. So| the whole vinyl| with its heavy 350 grams cover and booklet looks astonishing. This vinyl is not cheap| but it is worth all money you’ll spend on it. Doomentia did excellent job| in my opinion… and if I had something to moan about then maybe the fact that “Engraved In Black” vinyl edition hasn’t got any Acrostichon demos as bonus (all in all they appeared on the CD version). I actually hoped that there will be a two LP set| with a couple of demos and EPs on the second record as a bonus… Sadly| they haven’t done that| so maybe one day they’ll issue a separate vinyl edition with Acrostichon demos for the collectors? It would be cool.OK| finally so I have this long sought after vinyl edition of “Engraved In Black”… time to write something about the music| right? Well| Acrostichon is a classic representative of Dutch death metal – and Dutchs were all mainly about the atmosphere| about the heavy| massive death metal| with a lot of doomy parts| but with some more grinding moments here and there. And “Engraved In Black” is a classic example of this style. From the beginning it will certainly remind you such bands as Asphyx| early Gorefest| Mystic Charm and “Consuming Impulse” era Pestilence. On top of these bands| I would mention some American acts| such as Master| Derketa and Mythic – and obviously also Autopsy (so bands| which also had a strong doom influence in their music) and finally in few moments I can also smell a Swedish odour! Think of all these bands| listen to such songs as the mentioned before “Immolation of the Agnostic” and you’ll instantly recognize what do I mean. This song alone has really a strong bond to what Asphyx used to do. There really is a great| slow| doomy| dark and obscure riff| great heavy and massive part| which will crush your bones and flesh into one disgusting and stinking pile of carcass. Unlike Asphyx I think that Acrostichon more often used faster parts| so the music is more dynamic| with a lot of variety between all the songs and is also more brutal| especially with Corinne’s vocals| which are just unearthly (maybe they could have been better| but that woman seriously sounds angry and furious). But seriously| “Engraved In Black” is just a prime old school death metal. I worship such music| with its obscure and dark atmosphere| killer feeling (something all these modern death metal albums are completely lacking)| really good| but still slightly raw production (here by Colin Richardson!)… It is priceless for me| to have such albums and listen to them. The time flies| it has already been almost 20 years since I have listened to “Engraved In Black” for the first time| but I still find this LP as something utterly refreshing and I am very enthusiastic to listen to it.Standout tracks: “Immolation of the Agnostic”| “Lost Remembrance”| “Relics”| “Engraved In Black”Final rate: 90/100
85,107,A forgotten Dutch death metal gem,0.95,One of the most funny things I recall from those days was that vocalist Corine said in an interview that she disliked the Gorefest debut (Mindloss) only having one new song. When Acrostichon’s “ Engraved In Black” finally came out it also featured…. One new song. And that was “Zombies”. A great song by the way. A lyrical tribute to old horror movies and musically inspired by the likes of Autopsy and Coroner with a touch of hardcore punk backing vocals.The production (Colin Richardson) was a lot sharper than their demos were. The guitars still sounded heavy but they had so much more definition. And of course the drums sounded more mature. Bass and vocals? Just as good as always really. The rest of the album consists of material that was written from 1987 to 1991. So a lot of diversity was to be expected. We have ancient songs like “Havoc” and “Mentally Deficient” which are relatively shorter songs and more straight forward than the newer material. Especially the catchiness and rhythms of “Mentally Deficient” are memorable.Then there are the most catchy songs from their “Dehumanized” demo| namely “Dehymanized”and “Lost Remembrance”. I still wonder why the epic “Thriving On Chaos” was not included since that song had proved to be a live favorite. Still| “Dehymanized”and “Lost Remembrance” were the most brutal (and as said| catchy) songs from that demo| so no complaints here. Opener “Immolation Of The Agnostic” came from the first ever demo “Prologue” and with this production is becomes clear how good and well crafted this song actually is. It goes through all tempi and dynamics Acrotichon were know for yet still remaining a strong and coherent composition. Truly a classic Acrostichon song!The remaining three songs (“Walker Of Worlds”| “Relics” and “Engraved in Black”) are all around the 6 minute mark and combine the intensity of their shorter songs with the earlier mentioned more epic and elaborate “Immolation Of The Agnostic ”. These three songs came from their earlier 1991 live tape (on which relics was still called “Germinant Malefaction”) and with this production they sound even better (the cymbals on that demo were quite annoying). “Walker Of Worlds” has some amazing speed but it becomes obvious blast speed drums are not Serge Smolders’ favorite thing to do (well maybe they are but he sounds better and more convincing when playing D-beat or doom).“Relics” has also appeared earlier on a Peaceville sampler and that version was slightly more enjoyable because of the longer intro and the production (which lay soundwise between this album and their Dehumanized demo). Also the version of “Mentally Deficient” which had appeared on the D.S.F.A. 3 sampler was slightly better than this version (again| because of the production)So even if the production was not their best| it surely was better than their earlier demos. Acrostichon sounded more dynamic than other Dutch death metal bands in that period. The balance between ultra doom| speed and even some groove gave them their own specific sound. Not forgetting to mention Corine’s vocals. So deep| so dirty! Guitarist Richard Schouten was the main songwriter for the band and surely gave the world some marvellous death metal classics! The other guitarist Jos had the hots for classic metal and it showed! His solo’s were high standard for death metal criteria. Try to imagine combining Autopsy with Nihilist but with a more in your face production and throw in some extra Black Sabbath and a few hints of ancient thrash. Acrostichon had character!Too bad it took them a few years before finally releasing their debut album. If they'd done that 2 years earlier| they might have become a lot bigger than they did in the end. By the way: the artwork sucks. But their artwork always sucked.
86,108,Some excellent songs yet something was missing...,0.8,The biggest problem with Sentenced is very simple. The drum production. A lot of these songs had been played a while live and I also got some of them on a live vhs from those days. When Sentenced finally came out the production really damaged the the dynamics of those songs. And dynamics were something very important to the Acrostichon sound.Songs like “Shelter” and especially “Snapshot” represented the faster and more aggressive side of Acrostichon. “Snapshot” even had some typical thrash metal riffing emphasizing the speed. The songs “Forgotten” and “Victims” are the best songs here. Both around 5 minues and filled with changes in pace and key. They were typical Acrostichon compositions but the variation of the vocals this time were a slight step forward.Now two other new songs (“Murder” and “Monsters”) were also recorded but ended up on their earlier “Forgotten” EP. One wonders why did not make the album since they would easily have been two of the better songs! (“Murder” balancing between Snapshot and Shelter and “Monsters” being a very ‘happy’ and catchy death metal tune paying tribute to horror movies). If someone ever decides to re-release this album| do include these songs as bonus tracks.As said there is a slight progress on this album. Corine’s vocals aren’t always just deep and low anymore (don't worry| she doesn't really 'sing'). This really does wonders on some songs and makes their sound even more varied. Secondly guitarist Richard Schouten had been replaced by Michel Meeuwissen who played slightly thrashier than his predecessor.But in the end it is really the dated digital drum production that is killing the metal attitude of this album. The drums are triggered and the samples are far from adequate. One wonders if drummer Serge agreed to this since normally he is such a briliant live musician (as he shows these days with for instance the crossover band Milkman). “Sentenced” is pretty good but could have been so much better!
